epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_auc,val_auc
53,0.06432124972343445,0.048396218568086624,0.9629629850387573,1.0,0.9965811967849731,1.0
54,0.02100369893014431,0.002980872755870223,1.0,1.0,0.9999999403953552,1.0
55,0.03539183735847473,0.001103174639865756,0.9814814925193787,1.0,1.0,1.0
56,0.014049823395907879,0.0008486779406666756,1.0,1.0,1.0,1.0
57,0.004178307019174099,0.0021339915692806244,1.0,1.0,1.0,1.0
58,0.0032677501440048218,0.0006336758960969746,1.0,1.0,1.0,1.0
59,0.005670934449881315,0.0002986030012834817,1.0,1.0,1.0,1.0
60,0.0022635471541434526,0.0005470438045449555,1.0,1.0,1.0,1.0
61,0.002638370031490922,0.0007327130879275501,1.0,1.0,1.0,1.0
62,0.003822536440566182,0.015431428328156471,1.0,1.0,1.0,1.0
63,0.0031054902356117964,0.004218592308461666,1.0,1.0,1.0,1.0
64,0.010228290222585201,0.0021050595678389072,1.0,1.0,1.0,1.0
65,0.028728652745485306,0.0166819728910923,0.9814814925193787,1.0,1.0,1.0
66,0.012129761278629303,0.027423489838838577,1.0,1.0,1.0,1.0
67,0.008672108873724937,0.007502958178520203,1.0,1.0,1.0,1.0
68,0.09933343529701233,0.0002631089009810239,0.9629629850387573,1.0,1.0,1.0
69,0.000719136674888432,0.0002561471483204514,1.0,1.0,1.0,1.0
70,0.0020615870598703623,0.0003802099672611803,1.0,1.0,1.0,1.0
71,0.0028922681231051683,0.00018958364671561867,1.0,1.0,1.0,1.0
72,0.012597783468663692,0.00031578860944136977,1.0,1.0,1.0,1.0
73,0.0005261830519884825,0.0003269184671808034,1.0,1.0,1.0,1.0
74,0.00021559579181484878,0.00031007753568701446,1.0,1.0,1.0,1.0
75,0.0028342350851744413,0.0004256184329278767,1.0,1.0,1.0,1.0
76,0.002547294832766056,0.0007310067303478718,1.0,1.0,1.0,1.0
77,0.0016961420187726617,0.000665760540869087,1.0,1.0,1.0,1.0
78,0.0042265490628778934,0.0008108022739179432,1.0,1.0,1.0,1.0
79,0.00043323342106305063,0.0006288691074587405,1.0,1.0,1.0,1.0
80,0.0015620390186086297,0.0012436098186299205,1.0,1.0,1.0,1.0
81,0.00016597620560787618,0.0012722405372187495,1.0,1.0,1.0,1.0
82,0.0028927400708198547,7.282680599018931e-05,1.0,1.0,1.0,1.0
83,0.0013176733627915382,0.00019583666289690882,1.0,1.0,1.0,1.0
84,0.0003502683830447495,0.00021013672812841833,1.0,1.0,1.0,1.0
85,0.00042887753807008266,0.000579989340621978,1.0,1.0,1.0,1.0
86,0.03891049325466156,0.060098886489868164,0.9629629850387573,0.9285714030265808,0.9982906579971313,1.0
87,0.0016110182041302323,0.006426348816603422,1.0,1.0,1.0,1.0
88,0.0003330505278427154,0.009168023243546486,1.0,1.0,1.0,1.0
89,0.0012598010944202542,0.35814645886421204,1.0,0.9285714030265808,1.0,1.0
90,0.009383082389831543,0.013015767559409142,1.0,1.0,1.0,1.0
91,0.001982932910323143,0.000247053598286584,1.0,1.0,1.0,1.0
92,0.0029338353779166937,0.01306625921279192,1.0,1.0,1.0,1.0
93,0.0019258296815678477,0.006926887668669224,1.0,1.0,1.0,1.0
94,9.290509478887543e-05,0.005412519443780184,1.0,1.0,1.0,1.0
95,0.009006140753626823,0.01210764143615961,1.0,1.0,1.0,1.0
96,0.025920145213603973,4.671665737987496e-05,0.9814814925193787,1.0,1.0,1.0
97,0.0012368620373308659,8.815434557618573e-05,1.0,1.0,1.0,1.0
98,0.000582552223931998,0.00010185684368479997,1.0,1.0,1.0,1.0
99,0.0005145258037373424,0.00014515977818518877,1.0,1.0,1.0,1.0
100,0.0003286521532572806,0.00040445741615258157,1.0,1.0,1.0,1.0
101,8.648751099826768e-05,0.0003299456147942692,1.0,1.0,1.0,1.0
102,0.000949818582739681,0.0004940844955854118,1.0,1.0,1.0,1.0
103,0.0001142041219281964,0.00048005589633248746,1.0,1.0,1.0,1.0
104,5.277971285977401e-05,0.0004739171708934009,1.0,1.0,1.0,1.0
105,1.0267803190799896e-05,0.0004623318964149803,1.0,1.0,1.0,1.0
106,0.00027861431590281427,0.0010967397829517722,1.0,1.0,1.0,1.0
107,0.0005137700354680419,0.009953931905329227,1.0,1.0,1.0,1.0
108,0.0008216046262532473,0.000593534845393151,1.0,1.0,1.0,1.0
109,0.00020939941168762743,0.0004040849453303963,1.0,1.0,1.0,1.0
110,0.0002492047206033021,0.0016925225500017405,1.0,1.0,1.0,1.0
111,0.0008535311208106577,0.010221109725534916,1.0,1.0,1.0,1.0
